Gender ,Unit Location ,Time in role,TIDES Day 1,TIDES Day 2,TIDES Day 3,TIDES Orientation ,TIDES Physical Skills Pre-reqs ,Safe & Well Trainings,Safe & Well Trainings_open ,PreKnowledge1 ,PreKnowledge2,PreKnowledge3,PreKnowledge4,PreKnowledge5,PreKnowledge6,PreKnowledge7,PreKnowledge8,PreKnowledge9,PreKnowledge10,PreKnowledge11,PreKnowledge12,PreConfidence1,PreConfidence2,PreConfidence3,PreConfidence4,PreConfidence5,PreConfidence6,PreConfidence7,PreConfidence8,PostKnowledge1 ,PostKnowledge2,PostKnowledge3,PostKnowledge4,PostKnowledge5,PostKnowledge6,PostKnowledge7,PostKnowledge8,PostKnowledge9,PostKnowledge10,PostKnowledge11,PostKnowledge12,PostConfidence1,PostConfidence2,PostConfidence3,PostConfidence4,PostConfidence5,PostConfidence6,PostConfidence7,PostConfidence8,LearningAreas1,LearningAreas2,LearningAreas3,LearningAreas4,LearningAreas5,LearningAreas6,LearningAreas7,ContentAreas1,ContentAreas2,ContentAreas3,ContentAreas4,ContentAreas5,ContentAreas6,Intent2Use_Open,Intentnotuse_Open,Satisfaction,Otherfeedback_open,PreK,PostK,PreC,PostC,PreKScore,PostKScore,PreCScore,PostCScore
Female,.,1,1,.,,2,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,5,5,5,5,5,4,4,4,4,4,4,Team debrief (weekly). Trauma aware strategies. Practice more self care and avoid burn out.,.,5,Great session! ,4,5,3.375,4.375,46,60,33,34
Female,".,14,15,16,17,18,24",1,1,1,.,1,.,1,Physical Health Assessment,4,3,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,5,3,5,3,5,5,5,3,2,2,2,2,3,2,2,2,2,2,3,2,5,5,2,4,3,4,5,3,1,2,3,4,4,practice control words; practice mechanical restraints,.,5,Very fun and enjoyable; Thanks for being cool :) ,1.916666667,3.5,1.125,2.25,15,35,20,25
Female ,".,5",3,1,1,,1,1,2,.,4,2,4,4,4,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,4,5,3,3,3,2,1,1,Know how to help in code white. Help restrain client.,.,4,.,2.166666667,4,1.375,3.875,18,47,21,36
Female,".,5,27,20,21,22,23,30",3,1,1,.,2,2,2,.,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,3,3,4,4,4,4,4,4,3,3,2,3,3,3,.,.,4,.,3.666666667,4,4,2.625,45,43,32,25
Female,".,5,29",3,1,1,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,3,4,4,4,.,.,.,.,5,5,4.25,4.75,57,60,37,38
Male,"1,.,6,7,8,9,18, 14,16,24",1,1,1,.,1,1,.,.,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,Physical restraints and different control postures ,.,5,Facilitators very engaging!,3.5,4.416666667,3.25,4,40,49,32,36
Male,"1,14,17",1,1,.,.,1,.,.,.,4,4,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,4,2,2,3,2,2,3,2,2,2,More debriefs ,.,.,"Was good, thorough",4.333333333,5,4.25,5,52,60,37,32
Female,"1,14,24",3,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,3,3,3,3,3,3,Trauma aware strategies and conflict resolution,.,4,Good Job! More interactive participation,3,3,0,3,24,36,12,31
Female,"1,19,24",2,.,.,.,.,.,.,.,4,5,5,4,4,4,3,4,4,5,4,4,4,4,3,3,4,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,De-escalating and applying limbs restraint,.,5,It ws excellent. We need it at least yearly as sometimes we don't get to practice ,4.166666667,4.916666667,3.75,5,46,60,35,40
Female ,"1,2,.,5,8,9,12,13,14,15,16,17,18,19, 22,29,30",2,2,1,.,2,2,2,.,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.75,0,3.5,0,46,0,12,0
Male,"1,2,24",.,1,1,.,1,1,.,.,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.333333333,4,3.875,4,39,48,32,36
Female,"1,2,24",1,1,1,.,.,.,.,.,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,3.75,5,3.375,5,41,60,35,40
Male,"1,2,25",2,1,1,.,2,1,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Breating techniques for self-care. Level 1-3 physical restraint. ,.,5,.,4,4,4.75,4.75,51,51,35,39
Male,"1,2,3,5",2,1,2,,2,1,2,.,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,.,4,4,4,4,4,4,4,NO,Mitigating factors or circumstances ,5,.,4.416666667,4,4,5,49,52,32,36
Male,"1,2,3,5,25",2,1,1,.,2,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,Highly satisfied ,5,5,5,5,60,60,40,40
Male,"1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17",2,1,1,.,.,.,1,.,4,3,3,2,3,4,.,4,4,3,3,3,2,4,3,3,3,4,3,3,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,3,3,4,4,4,I am familiear with the signs of agitation behavior. I can recognize the early agitation behavior and use safe method to approach,.,5,It was good training program ,3,4.833333333,3.125,4.625,36,58,31,38
Male ,"1,2,3,6,7,18,19,25",6,1,1,,1,.,.,.,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,4,4,4,.,.,5,Great course,4.833333333,5,5,5,60,60,40,40
Female,"1,2,3,8,14,18,22,25",2,1,1,.,1,1,1,Use or force ,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,2,2,2,1,1,We use these techniques- just to continue doing it. Always something to learn.,.,4,.,4.583333333,4.916666667,4,5,52,60,35,37
.,"1,20,27",2,1,1,.,.,.,.,.,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,2.666666667,5,2.5,4,30,56,30,36
Male,"1,22,25",2,1,1,.,1,1,1,Non-crisis intervention,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,4,Applying restraints,.,4,.,4.75,5,4.625,5,57,60,37,39
Male,"1,25",5,1,1,.,1,1,1,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,Apply to every day activities and inform others ,.,3,More realistic scenarios ,4,4,4,4,48,48,32,28
.,"1,25",5,1,1,.,.,.,.,.,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,.,.,5,The training is very useful in my everyday job,4.666666667,4.666666667,4.25,4.5,54,54,36,38
.,"1,25",2,1,1,.,1,2,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,"More trauma informed approach and restrain application, more utilization of (illegible) ",.,5, The trainers did an amazing job demonstrating and informing us all on proper techniques use to us! :) ,4,4,4,5,48,52,32,40
.,"1,27",3,1,1,.,.,1,.,.,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,5,5,5,5,4,4,4,4,4,4,.,.,5,Great learning experience…,3.833333333,5,3.625,5,45,60,36,25
Male,"1,3,5,25",6,1,1,.,.,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,4,4,5,1,1,1,1,1,1,1,.,Most of it doesn't work,3,Need real training ,5,5,5,5,60,60,40,24
Female,"1,6,14",.,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4,4,4,5,48,52,32,40
Male,"10,11",4,1,1,.,.,1,.,.,3,3,4,4,4,4,3,4,3,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,5,5,5,5,4,4,4,4,4,4,Self-care and wrist controls ,.,4,"Better speakers for the television - sound was really bad in the room. The best room every, except the sound",3.416666667,4,3.375,4.125,41,49,29,33
Male,"10,11,12,13,14,15,16,17,18,22,25",4,1,1,.,.,.,.,.,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.833333333,4,3.875,4,47,48,31,36
Female,"10,12",3,1,1,.,.,.,.,.,4,4,4,4,4,4,4,3,3,4,.,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,Was great learning experience!,3.416666667,4,3.5,4.5,39,49,30,39
Male ,"10,12,14,16,17,20,21,22,25",2,1,1,,.,1,2,.,5,5,5,4,4,2,2,2,2,5,5,5,5,5,3,3,3,3,5,5,3,3,4,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,3,3,3,3,3,.,1,3,3,3,3,3,3,.,Physical restraint ineffective ,2,.,3.833333333,2.5,4,3,43,29,29,24
.,"10,1214,17,22,25",3,1,1,.,1,1,1,PMAB,4,5,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,Effective communication using restraints as a last resort ,.,5,"Excellent instructors, knowledgeable and experienced ",4.583333333,4,4,4,53,48,32,32
.,"10,13",3,1,1,.,.,.,1,"PMAB, SMG, NVCI",4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,5,5,4,4,4,4,4,5,5,4,3,4,4,4,4,4,5,3,4,4,3,3,3,4,2,4,4,4,4,4,"Utilizing the short and long term self care plans, being mindful and aware of moral conflict, distress, and preventing residue by being mindlful. Recognizing and addressing ",.,5,"3-4 Page 12 it says patient debriefing should be done by someone unrelated to incident (peer support, patient advocate) are given as examples. But the debrief is populated to the assigned nurse? Should the advocate be doing this? ",3.583333333,4.25,3.375,4,41,50,29,31
Female,"10,13",5,1,1,.,.,.,.,.,.,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,.,.,5,.,3.25,4.75,3.625,4.125,42,56,31,36
.,"10,17",2,1,1,1,.,.,.,.,2,4,2,5,5,2,2,2,2,4,2,4,2,2,2,2,3,2,2,4,5,5,5,5,4,5,5,5,5,5,4,5,4,2,4,4,4,.,2,4,4,5,5,5,5,.,5,2,4,.,1,2,2,Take time for self care ,.,.,.,3,4.833333333,2.375,3,31,52,31,29
Male,"11,24",5,1,1,.,.,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,4,4,4,4,4,4,Trauma informed and trauma aware strategies. Restraint application and debriefing ,.,5,.,4,4.25,4,3.5,48,49,34,28
Female,"1-17,19,23,24,29&30",3,1,1,.,1,1,.,.,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,.,.,.,.,.,.,.,.,.,.,.,.,4,3,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,.,.,5,.,3.916666667,0,3.5,3.75,45,15,14,34
.,"12,19",4,1,1,1,.,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,.,4,4,4,4,4,4,4,I intend to use this training when a client becomes indirectable when a client becomes a threat to himself or others ,.,5,This training is very useful. The staff was well knowledgeable and the demonstration was great. Demonstrating back what we had learned was very helpful. ,4,4,3.875,4,47,48,32,35
Female,"12,21",1,1,1,.,1,.,.,.,5,5,4,5,5,5,5,5,.,5,.,.,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,4,4,4,4,Restraint,.,5,No,3.666666667,4,5,4,45,48,36,29
Male,"13,14",3,1,1,.,1,1,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,Self-care to mitigate stress. Debriefing to help understand patient. ,.,5,Very great presentation ,4,4,4,4,48,48,32,36
Male,"13,15",1,1,1,.,.,.,.,.,5,5,5,5,5,4,4,3,3,3,3,3,5,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4,5,3.5,4.875,42,60,34,39
Female ,"13,16",5,1,1,.,.,.,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,.,4,3,3,3,3,3,3,illegible handwriting ,Proper use of restraints ,5,More refreshments on the unit ,4,4,4,4,48,48,32,34
Female ,"13,16",3,1,1,,.,.,.,.,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,When client is imminent risk to himself or others,.,5,Will do TIDES every year will enhance our  knowledge,3.416666667,5,3,5,37,60,32,40
Female,"13,28",5,1,1,.,2,1,2,.,5,1,2,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,4,4,4,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,5,4,5,5,5,4,4,4,4,1,2,2,Most likely to try de-escalation techniques vs phyical restraints/mechanical/chemical restraints due to my role. I am more informed about being trauma aware. ,.,5,.,2.166666667,4.166666667,1.125,2,18,41,22,26
.,"14,15,16,17",3,.,.,.,.,.,.,.,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,4.916666667,5,5,5,59,60,40,40
Non-binary,"14,15,16,17",6,1,1,.,.,1,2,.,5,5,5,5,5,5,4,4,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.166666667,4,4,4,46,48,32,34
Male,"14,25",3,1,1,.,1,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Practicing bring an anchor ,.,5,Training staff communicate the  censorship,5,5,5,5,60,60,40,40
Female,"15,16",2,1,1,.,2,2,2,.,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,2,3,1,2,2,2,"Key points of applying restraints safely and securely (positioning of staff, where to secure client and staff holds etc.)",.,5,This was very helpful. ,4.416666667,4.666666667,4,4.375,48,55,37,35
Male,"18,22,29,30",3,1,1,.,.,1,2,.,3,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,5,3,3,3,3,4,3,4,2,2,2,2,2,2,2,2,3,4,4,5,5,.,5,4,4,1,1,4,4,Indirectly by being more informed to support staff as needed ,.,5,"Great space, great group size, great instructors ",1.75,3.5,1,2,16,36,18,24
Female,"2,.,5,6,7,8,9,10,11,12,13,14,15,16,17,24",1,1,1,.,1,.,.,.,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,5,.,4.75,4,4.125,4,54,48,32,32
Male ,"2,11,12,14,18,19,29",5,.,.,,.,.,.,.,4,3,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,.,.,4.5,4.333333333,4.875,5,58,58,33,40
Male,"2,17",2,1,1,.,.,.,.,.,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.666666667,4,4,4,44,48,32,36
Male ,"2,17",4,1,1,.,.,.,.,.,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.75,5,4.625,5,60,60,37,40
Female ,"2,3",5,1,1,.,.,.,.,.,5,5,5,5,5,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.166666667,5,3.25,5,44,60,32,40
Male,"2,3",3,.,1,.,.,.,.,.,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,.,When the client is going to be restrained ,.,4,Congrats,3.833333333,4,3.875,4,46,48,31,31
Female ,"2,3",.,1,.,.,.,.,.,.,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,5,5,5,5,5,4,4,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,Give examples of de-escalation techniques ,3.75,3.083333333,3.625,5,46,38,33,40
Female,"2,3,20,21,22",3,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,Have discussion in the team,.,5,What up chat line will be useful for staff. Thanks ,4,4.833333333,3.125,4,45,56,30,35
Female,"2,3,5,27",2,1,1,.,.,.,.,.,3,4,4,5,5,2,1,1,1,4,1,1,3,1,1,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,2,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,I finally know how to set up restraints. I got hands on experience.,.,5,Excellent,2.666666667,5,1.375,3.375,22,55,25,32
Female ,"2,4,5,28,30",1,.,1,,1,.,.,.,4,4,4,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,5,5,5,5,5,4,4,4,4,5,4,4,"3,4",3,4,4,4,4,3,3,3,3,3,5,5,.,4,4,4,4,3,3,3,"When conducting client interventions, I am now more aware of deescalation and trauma aware strategies. Also ways to protect myself. ",.,4,.,2.416666667,4.5,1.375,3.125,17,45,26,28
Prefer not to say ,"2,7",3,1,1,.,1,1,1,.,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.166666667,4,3,3.25,36,45,28,33
Female ,"2,8,19",2,1,1,,.,.,.,.,4,5,4,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,.,4,4,"It’s a team work, helped whenever the client and co-worker needs help. To protect ourselves and the client for the safety reason.",We have to use the techniques for the safety reason.,5,N/A; It was very good training that we can apply use it any time when we need.,4.416666667,4.416666667,4,4,52,51,34,36
.,"20,21",2,.,.,.,.,.,.,.,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,.,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,"Get information, how to protect yourself from patietn when they become aggressive/physical ",.,5,.,3.416666667,4,2.875,4,36,48,30,32
Female,"20,21",1,1,1,.,1,1,.,.,4,4,3,5,5,1,1,1,1,5,1,1,4,1,1,1,1,1,3,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,Was the most helpful day of TIDES!,2.666666667,4.916666667,1.625,4.125,23,57,25,36
Female ,"20,21,23",2,1,1,.,.,.,.,.,4,4,5,5,5,5,5,4,5,4,4,4,3,5,5,5,4,5,4,4,5,5,5,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,.,5,4,4,4,4,4,4,I will use all what I learned if need arises. ,.,5,Very informative and very relevant to my work situation. ,4.5,4.5,4.375,4.25,54,52,36,37
Female,"20,22",1,1,1,.,2,2,1,PMAB,4,4,4,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,More time for learn to practice. Mini meeting before application to decide how it will happen. ,.,5,Please post videos online with audio so can be available for staff after hours. ,2.5,4.166666667,1.75,4.25,21,50,24,37
Female ,"29,30",1,2,2,.,2,2,1,TIDES pilot involvement ,4,4,4,4,3,1,1,1,1,4,3,3,4,1,1,1,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,5,4,4,5,5,5,2,4,4,4,1,1,1,"More confident about what is required in terms of staff training and equipment needs, also reaffirmed imperative to enhance staff de-escalation skills to avoid restraint. ",I work in (manage) 2 units that are not secure (locked but a client can kick door open) and our client are voluntary. They leave if they are not happy. Our staff are skilled in de-escalation and can always enhance skills. We have used mechanical restraints only in in 6 years. But this knowledge is still good to have. ,4,Thank you!,2.75,4,1.875,2.875,24,45,24,28
Male,"29,30",3,1,1,.,1,1,2,.,4,4,4,4,4,2,2,2,2,3,2,2,3,2,2,1,1,1,2,2,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,5,5,4,4,4,4,4,4,Utilizing debrief (patient/team),.,5,.,2.916666667,4.333333333,1.75,4,27,49,25,34
Female,"29,30",5,1,1,.,.,1,.,.,4,4,4,4,5,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,Team decision- when to call staff and self-care ,.,4,.,3.25,4.083333333,2,4,31,49,24,34
Male,"29,30",2,1,1,.,.,.,.,.,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Be more involved in restraint to comfort. Do de-escalation in a more informed way.,.,5,Good,3.75,5,3.625,5,44,60,34,40
Male,"29,30",1,1,1,.,2,2,1,Health Assessment,4,4,4,5,5,3,3,3,3,5,3,4,2,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1,The multi-person physical restraints was helpful to review. On unit practice at regulat intervals would be more helpful to help build muscle memory and natural movement. ,.,5,Have an actor play a realistic scenario which would involve multi-person restraints and mechanical restraints ,3.833333333,5,3.25,4.75,41,59,34,39
Female ,"29,30",2,1,1,,1,1,1,.,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,4,0,56,0,16,0
Male,"3,12",6,1,1,.,.,.,.,.,4,4,5,3,4,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,3,4,4,4,4,4,Will use physical restraint/mechanical restraint confidently ,.,5,The trainers are knowledgeable and good examples at training.,4.25,4.333333333,3.875,4.875,50,53,34,39
